ArrivalRate,device_write,cpus,memory,cpuLoad,Throughput,ResponseTime
80,20mb,1,600m,400,80,0.7
80,20mb,1,600m,500,80,0.7
80,20mb,1,600m,400,80,0.7
80,20mb,1,600m,500,80,0.8
80,20mb,1,600m,400,80,0.7
80,20mb,1,600m,500,80,0.8
80,20mb,1,600m,400,74.2,0.8
80,20mb,1,600m,500,80,0.7
80,20mb,1,600m,400,80,0.7
80,20mb,1,600m,500,80,0.9
80,20mb,1,600m,400,80,0.8
80,20mb,1,600m,500,80,0.8
80,20mb,1,600m,400,80,0.8
80,20mb,1,600m,500,80,0.7
80,20mb,1,600m,400,80,0.7
80,20mb,1,600m,500,80,0.7
100,20mb,1,600m,400,100,0.8
100,20mb,1,600m,500,100,0.7
100,20mb,1,600m,400,100,0.8
100,20mb,1,600m,500,100,0.8
100,20mb,1,600m,400,100,0.7
100,20mb,1,600m,500,100,0.9
100,20mb,1,600m,400,100,0.6
100,20mb,1,600m,500,100,0.7
100,20mb,1,600m,400,100,0.7
100,20mb,1,600m,500,100,0.7
100,20mb,1,600m,400,100,0.7
100,20mb,1,600m,500,100,0.8
100,20mb,1,600m,400,100,0.8
100,20mb,1,600m,500,100,0.9
100,20mb,1,600m,400,100,0.9
100,20mb,1,600m,500,100,0.8
120,20mb,1,600m,400,119.9,1
120,20mb,1,600m,500,120,0.8
120,20mb,1,600m,400,120,0.8
120,20mb,1,600m,500,120,0.9
120,20mb,1,600m,400,120,0.8
120,20mb,1,600m,500,120,0.9
120,20mb,1,600m,400,120,0.8
120,20mb,1,600m,500,120,0.9
120,20mb,1,600m,400,120,0.8
120,20mb,1,600m,500,120,0.9
120,20mb,1,600m,400,120,0.8
120,20mb,1,600m,500,120,0.8
120,20mb,1,600m,400,120,0.8
120,20mb,1,600m,500,120,0.9
120,20mb,1,600m,400,120,0.9
120,20mb,1,600m,500,120,2.5
140,20mb,1,600m,400,140,0.9
140,20mb,1,600m,500,140,0.9
140,20mb,1,600m,400,140,0.8
140,20mb,1,600m,500,140,0.9
140,20mb,1,600m,400,140,0.9
140,20mb,1,600m,500,140,0.9
140,20mb,1,600m,400,140,0.9
140,20mb,1,600m,500,140,0.9
140,20mb,1,600m,400,140,0.9
140,20mb,1,600m,500,140,0.9
140,20mb,1,600m,400,140,0.8
140,20mb,1,600m,500,140,0.9
140,20mb,1,600m,400,140,0.9
140,20mb,1,600m,500,140,0.8
140,20mb,1,600m,400,140,0.9
140,20mb,1,600m,500,140,0.8
160,20mb,1,600m,400,160,0.9
160,20mb,1,600m,500,160,0.8
160,20mb,1,600m,400,160,0.9
160,20mb,1,600m,500,160,0.9
160,20mb,1,600m,400,160,0.8
160,20mb,1,600m,500,160,0.9
160,20mb,1,600m,400,160,0.9
160,20mb,1,600m,500,160,0.8
160,20mb,1,600m,400,160,0.9
160,20mb,1,600m,500,160,0.9
160,20mb,1,600m,400,160,0.8
160,20mb,1,600m,500,160,0.9
160,20mb,1,600m,400,160,0.9
160,20mb,1,600m,500,160,0.9
160,20mb,1,600m,400,160,0.9
160,20mb,1,600m,500,160,0.9
180,20mb,1,600m,400,180,0.9
180,20mb,1,600m,500,180,0.8
180,20mb,1,600m,400,180,0.9
180,20mb,1,600m,500,180,0.9
180,20mb,1,600m,400,180,0.8
180,20mb,1,600m,500,180,0.9
180,20mb,1,600m,400,180,0.9
180,20mb,1,600m,500,180,0.8
180,20mb,1,600m,400,180,0.9
180,20mb,1,600m,500,180,0.9
180,20mb,1,600m,400,180,0.9
180,20mb,1,600m,500,180,0.9
180,20mb,1,600m,400,180,0.9
180,20mb,1,600m,500,180,0.8
180,20mb,1,600m,400,180,0.9
180,20mb,1,600m,500,180,0.9
20,20mb,2,500m,400,20,0.9
20,20mb,2,500m,500,20,0.8
20,20mb,2,500m,400,20,0.7
20,20mb,2,500m,500,20,0.8
20,20mb,2,500m,400,20,0.8
20,20mb,2,500m,500,20,1.1
20,20mb,2,500m,400,20,0.9
20,20mb,2,500m,500,20,0.9
20,20mb,2,500m,400,20,0.8
20,20mb,2,500m,500,20,0.9
20,20mb,2,500m,400,20,0.8
20,20mb,2,500m,500,20,1.1
20,20mb,2,500m,400,11.3,0.8
20,20mb,2,500m,500,17.8,1.3
20,20mb,2,500m,400,20,0.9
20,20mb,2,500m,500,20,0.8
40,20mb,2,500m,400,40,0.8
40,20mb,2,500m,500,40,0.7
40,20mb,2,500m,400,40,0.9
40,20mb,2,500m,500,40,0.8
40,20mb,2,500m,400,40,0.8
40,20mb,2,500m,500,40,0.8
40,20mb,2,500m,400,40,0.9
40,20mb,2,500m,500,40,0.8
40,20mb,2,500m,400,40,0.7
40,20mb,2,500m,500,40,0.8
40,20mb,2,500m,400,40,0.7
40,20mb,2,500m,500,40,0.7
40,20mb,2,500m,400,40,0.7
40,20mb,2,500m,500,40,0.8
40,20mb,2,500m,400,40,0.7
40,20mb,2,500m,500,40,0.8
60,20mb,2,500m,400,60,0.8
60,20mb,2,500m,500,60,0.8
60,20mb,2,500m,400,60,0.7
60,20mb,2,500m,500,60,0.7
60,20mb,2,500m,400,60,0.8
60,20mb,2,500m,500,60,0.8
60,20mb,2,500m,400,60,0.7
60,20mb,2,500m,500,60,0.7
60,20mb,2,500m,400,60,0.8
60,20mb,2,500m,500,60,0.8
60,20mb,2,500m,400,60,0.9
60,20mb,2,500m,500,60,0.9
60,20mb,2,500m,400,60,0.9
60,20mb,2,500m,500,60,0.7
60,20mb,2,500m,400,60,0.7
60,20mb,2,500m,500,60,0.7
80,20mb,2,500m,400,80,0.8
80,20mb,2,500m,500,80,0.7
80,20mb,2,500m,400,80,0.7
80,20mb,2,500m,500,80,0.9
80,20mb,2,500m,400,80,0.9
80,20mb,2,500m,500,80,0.8
80,20mb,2,500m,400,80,0.8
80,20mb,2,500m,500,80,0.8
80,20mb,2,500m,400,80,0.8
80,20mb,2,500m,500,80,0.7
80,20mb,2,500m,400,80,0.8
80,20mb,2,500m,500,80,0.8
80,20mb,2,500m,400,80,0.8
80,20mb,2,500m,500,80,0.7
80,20mb,2,500m,400,80,0.7
80,20mb,2,500m,500,80,1
100,20mb,2,500m,400,100,0.9
100,20mb,2,500m,500,100,0.6
100,20mb,2,500m,400,100,0.7
100,20mb,2,500m,500,100,0.7
100,20mb,2,500m,400,100,0.7
100,20mb,2,500m,500,100,0.9
100,20mb,2,500m,400,100,0.7
100,20mb,2,500m,500,100,0.8
100,20mb,2,500m,400,100,0.8
100,20mb,2,500m,500,100,0.8
100,20mb,2,500m,400,100,0.7
100,20mb,2,500m,500,100,0.6
100,20mb,2,500m,400,100,0.7
100,20mb,2,500m,500,100,0.7
100,20mb,2,500m,400,100,0.7
100,20mb,2,500m,500,100,0.7
120,20mb,2,500m,400,120,0.7
120,20mb,2,500m,500,120,0.8
120,20mb,2,500m,400,120,0.8
120,20mb,2,500m,500,120,0.8
120,20mb,2,500m,400,120,0.7
120,20mb,2,500m,500,120,0.8
120,20mb,2,500m,400,120,0.8
120,20mb,2,500m,500,120,0.7
120,20mb,2,500m,400,120,0.9
120,20mb,2,500m,500,120,0.8
120,20mb,2,500m,400,120,0.9
120,20mb,2,500m,500,120,0.8
120,20mb,2,500m,400,120,0.9
120,20mb,2,500m,500,120,0.9
120,20mb,2,500m,400,120,0.8
120,20mb,2,500m,500,120,0.8
140,20mb,2,500m,400,140,0.7
140,20mb,2,500m,500,140,0.7
140,20mb,2,500m,400,140,0.6
140,20mb,2,500m,500,140,0.7
140,20mb,2,500m,400,140,0.8
140,20mb,2,500m,500,140,0.7
140,20mb,2,500m,400,140,0.7
140,20mb,2,500m,500,140,0.8
140,20mb,2,500m,400,140,0.6
140,20mb,2,500m,500,140,0.7
140,20mb,2,500m,400,140,0.7
140,20mb,2,500m,500,140,0.7
140,20mb,2,500m,400,139.9,0.7
140,20mb,2,500m,500,140,0.7
140,20mb,2,500m,400,140,0.8
140,20mb,2,500m,500,140,0.8
160,20mb,2,500m,400,160,0.8
160,20mb,2,500m,500,160,0.7
160,20mb,2,500m,400,160,0.8
160,20mb,2,500m,500,159.9,0.9
160,20mb,2,500m,400,160,0.9
160,20mb,2,500m,500,160,0.8
160,20mb,2,500m,400,160,0.9
160,20mb,2,500m,500,160,0.9
160,20mb,2,500m,400,160,0.9
160,20mb,2,500m,500,160,0.9
160,20mb,2,500m,400,160,0.9
160,20mb,2,500m,500,160,0.9
160,20mb,2,500m,400,160,0.9
160,20mb,2,500m,500,160,0.8
160,20mb,2,500m,400,160,0.8
160,20mb,2,500m,500,160,0.9
180,20mb,2,500m,400,180,0.9
180,20mb,2,500m,500,180,0.8
180,20mb,2,500m,400,180,0.9
180,20mb,2,500m,500,180,0.9
180,20mb,2,500m,400,180,0.9
180,20mb,2,500m,500,180,0.8
180,20mb,2,500m,400,180,0.9
180,20mb,2,500m,500,180,0.8
180,20mb,2,500m,400,180,0.7
180,20mb,2,500m,500,180,0.7
180,20mb,2,500m,400,180,0.8
180,20mb,2,500m,500,180,0.8
180,20mb,2,500m,400,180,0.7
180,20mb,2,500m,500,180,0.8
180,20mb,2,500m,400,180,0.9
180,20mb,2,500m,500,180,0.8
20,20mb,2,600m,400,20,1.1
20,20mb,2,600m,500,20,0.8
20,20mb,2,600m,400,20,0.8
20,20mb,2,600m,500,20,0.8
20,20mb,2,600m,400,20,0.9
20,20mb,2,600m,500,20,0.9
20,20mb,2,600m,400,20,0.7
20,20mb,2,600m,500,20,0.7
20,20mb,2,600m,400,20,0.7
20,20mb,2,600m,500,20,0.9
20,20mb,2,600m,400,20,0.9
20,20mb,2,600m,500,20,0.8
20,20mb,2,600m,400,20,0.9
20,20mb,2,600m,500,20,0.9
20,20mb,2,600m,400,20,0.9
20,20mb,2,600m,500,20,0.9
40,20mb,2,600m,400,40,0.9
40,20mb,2,600m,500,40,0.9
40,20mb,2,600m,400,40,0.9
40,20mb,2,600m,500,40,0.8
40,20mb,2,600m,400,40,0.8
40,20mb,2,600m,500,40,0.9
40,20mb,2,600m,400,40,0.8
40,20mb,2,600m,500,40,0.9
40,20mb,2,600m,400,40,0.9
40,20mb,2,600m,500,40,0.9
40,20mb,2,600m,400,40,0.9
40,20mb,2,600m,500,40,0.9
